id,run_id,symbol,direction,conviction,rationale,catalyst,horizon,created_at
272,2026-06-30T06:06:23.587282+00:00,SOL/USD,LONG,0.68,SOL shows relative strength: +3.1% over 5d and +2.2% over 10d while BTC/ETH decline. This outperformance in a fear regime suggests SOL is bottoming ahead of broader market. Positive 5d and 10d momentum divergence is bullish. Smaller cap alt-coins often lead recoveries from extreme fear.,Relative outperformance during extreme fear; potential alt-season recovery lead; momentum divergence vs. BTC/ETH,swing,2026-06-30T06:06:29.549746+00:00
273,2026-06-30T06:06:23.587282+00:00,ETH/USD,LONG,0.58,"ETH flat over 5d (+0.7%) despite 10d decline (6.9%) indicates consolidation and potential bounce support formation. In extreme fear, ETH typically recovers faster than BTC due to DeFi and derivative activity. Conviction is moderate due to lack of clear technical inflection, but contrarian fear signal supports positioning.",Extreme Fear mean reversion; consolidation near support suggesting capitulation; DeFi liquidation washout,swing,2026-06-30T06:06:29.549746+00:00
274,2026-06-30T06:11:35.868299+00:00,BTC/USD,LONG,0.72,Extreme Fear (15/100) is historically a contrarian long signal and represents capitulation territory. BTC down 6% in 10d suggests weak hands flushing; tight bid/ask spread (59399/59470.4) shows market stability. RSI likely oversold sub-35 range given extreme fear conditions. Recovery from capitulation lows typically reverses sharply.,Fear index mean reversion; potential institutional accumulation at support; relief rally as panic selling exhausts,swing,2026-06-30T06:11:43.110856+00:00
275,2026-06-30T06:11:35.868299+00:00,SOL/USD,LONG,0.68,"SOL is only asset showing positive momentum: +2.9% 5d, +2.1% 10d while BTC/ETH bleed red. This relative strength during extreme fear suggests institutional confidence or divergence rotation into alt-L1s. Outperformance in a capitulation environment is a bullish tell.",Market bottoming rotation into alternative narratives; momentum divergence often precedes broad recovery,swing,2026-06-30T06:11:43.110856+00:00
276,2026-06-30T06:11:35.868299+00:00,ETH/USD,LONG,0.58,"ETH 10d decline (-6.9%) is less severe than BTC (-6.0% delta suggests ETH steadied faster). Positive 5d change (+0.7%) shows stabilization. In extreme fear, secondary assets often form bottoms ahead of majors. Tight bid/ask (1586.768/1588.2) indicates balanced liquidity.",Oversold bounce; extreme fear sentiment typically sees 15-25% relief rallies before structural reassessment,swing,2026-06-30T06:11:43.110856+00:00
277,2026-06-30T06:16:49.407218+00:00,BTC/USD,LONG,0.72,Extreme Fear (15/100) represents capitulation zone with historically strong contrarian reversal potential. BTC down only -0.9% over 5d despite -6.0% over 10d suggests stabilization and potential momentum exhaustion. Price near support; typical oversold RSI conditions in extreme fear regimes precede relief rallies. Capitulation appears to be completing rather than accelerating.,Extreme Fear mean reversion; potential short-squeeze liquidations; technical stabilization after 10-day decline,swing,2026-06-30T06:16:55.843941+00:00
278,2026-06-30T06:16:49.407218+00:00,SOL/USD,LONG,0.68,SOL demonstrating relative strength: +3.0% over 5d and +2.2% over 10d while BTC/ETH decline. Positive momentum divergence in extreme fear environment suggests selective risk-on rotation into alternative assets. Altcoin outperformance during capitulation can signal early institutional re-entry. Trend remains positive despite macro headwinds.,Relative outperformance; positive short-term momentum; early risk-on signal; potential altcoin safe-haven rotation,swing,2026-06-30T06:16:55.843941+00:00
279,2026-06-30T06:16:49.407218+00:00,ETH/USD,LONG,0.55,"ETH +0.8% over 5d provides minor bullish divergence vs. BTC decline; -6.9% over 10d aligns with macro weakness but shallow 5d recovery suggests potential stabilization. Moderate conviction due to lack of strong standalone catalyst, but Fear & Greed extreme reading supports contrarian long bias. Price near bid-ask midpoint indicates balanced order flow.","Extreme Fear environment; micro-divergence strength vs. BTC; potential ETH-specific positive news (Shanghai uptake, staking)",swing,2026-06-30T06:16:55.843941+00:00
280,2026-06-30T06:22:02.467634+00:00,BTC/USD,LONG,0.72,"Extreme Fear (15/100) represents historically significant capitulation signal. BTC down only -1.0% over 5d despite -6.1% over 10d suggests stabilization and potential mean-reversion. Price near major support; oversold technicals typical before relief rallies in fear regimes. Bid-ask spread tight, indicating liquidity for entry.",Fear index capitulation reversal; institutional accumulation during panic; potential short-covering rally,swing,2026-06-30T06:22:09.363722+00:00
281,2026-06-30T06:22:02.467634+00:00,SOL/USD,LONG,0.68,SOL showing relative strength vs. BTC/ETH: +2.9% 5d and +2.1% 10d outperformance while market in extreme fear. Suggests institutional rotation into SOL despite macro headwinds. Positive momentum divergence in severe downturn often precedes broader recovery. Smaller cap volatility offers outsized upside in fear-driven reversals.,Relative strength breakdown of fear narrative; ecosystem news/adoption metrics; rebalancing into beaten-down altcaps,swing,2026-06-30T06:22:09.363722+00:00
282,2026-06-30T06:22:02.467634+00:00,ETH/USD,LONG,0.54,"ETH moderately outperforming BTC on 5d basis (+0.7% vs -1.0%) despite broader 10d weakness. Extreme fear regime creates floor support; ETH's utility narrative (DeFi, staking) provides fundamental bid during panic. Recovery from -6.9% 10d drawdown may trigger long liquidation unwind and shorts covering.",Extreme fear mean reversion; DeFi TVL stabilization; institutional long positioning ahead of macro relief,swing,2026-06-30T06:22:09.363722+00:00
283,2026-06-30T06:27:16.082550+00:00,BTC/USD,LONG,0.72,Extreme Fear (15/100) represents historically contrarian reversal setup. BTC down 6% over 10d with -1% on 5d showing deceleration of decline. Fear capitulation often precedes relief rallies. Oversold conditions typical before mean reversion.,Fear index at 15 suggests panic selling exhaustion; technical bounce likely as weak hands capitulate. Potential institutional accumulation at support.,swing,2026-06-30T06:27:22.609567+00:00
284,2026-06-30T06:27:16.082550+00:00,SOL/USD,LONG,0.68,Relative strength vs peers during market stress: +2.9% (5d) and +2.1% (10d) while BTC/ETH declining. SOL showing resilience and positive momentum divergence. Lower absolute price ($73.90) attracts retail capitulation buyers when fear spikes.,Outperformance during extreme fear suggests institutional/smart money accumulation. Positioned to lead upside when market sentiment normalizes.,swing,2026-06-30T06:27:22.609567+00:00
285,2026-06-30T06:27:16.082550+00:00,ETH/USD,LONG,0.58,"ETH mildly positive 5d (+0.7%) despite 10d weakness (-6.9%), indicating stabilization. Extreme fear context suggests oversold bounce opportunity. Secondary to BTC but less severe drawdown pattern.",Fear-driven capitulation with slight uptrend stabilization. Lower conviction due to lack of strong divergence signal vs BTC.,swing,2026-06-30T06:27:22.609567+00:00
286,2026-06-30T06:32:29.961979+00:00,BTC/USD,LONG,0.72,"Extreme Fear (15/100) is historically a contrarian long signal indicating capitulation. BTC is down only 0.8% over 5d despite -5.8% over 10d, suggesting stabilization. At 59551, price is testing support. While no real-time RSI/MACD data provided, extreme fear + shallow recent drawdown + stabilization pattern suggests oversold conditions typical of capitulation bounces.",Fear index reversal; potential liquidation cascade bottom; technical support holding,swing,2026-06-30T06:32:36.740985+00:00
287,2026-06-30T06:32:29.961979+00:00,SOL/USD,LONG,0.68,SOL is the only symbol with positive 5d (+3.1%) and 10d (+2.3%) momentum despite market-wide fear environment. Relative strength in downtrend is a bullish divergence. Outperformance suggests SOL holders are rotating into alternative L1s or SOL has stronger fundamental bids. Tight bid/ask (73.89/74.22) indicates balanced order flow.,Relative strength divergence; potential flight-to-quality within alts; momentum continuation,swing,2026-06-30T06:32:36.740985+00:00
288,2026-06-30T06:32:29.961979+00:00,ETH/USD,LONG,0.58,"ETH shows modest 5d gain (+0.9%) near the Fear index floor, indicating mild resilience. 10d decline of 6.8% is steeper than BTC (-5.8%), but tight bid/ask (1589.16/1591) and 5d stabilization suggest potential support formation. Moderate conviction due to underperformance vs. BTC and lack of confirmed oversold technicals, but extreme fear context supports tactical long.",Extreme fear capitulation; stabilization after 10d decline; potential mean reversion,intraday,2026-06-30T06:32:36.740985+00:00
289,2026-06-30T06:37:43.361067+00:00,BTC/USD,LONG,0.68,"Extreme Fear (15/100) represents historically contrarian capitulation signal. BTC down only -0.8% (5d) and -5.9% (10d) suggests shallow pullback without panic selling of magnitude typical at true bottoms. Fear/Greed at extremes often precedes reversal. Bid/ask spread tight (59450.81/59518.5), indicating liquid support zone.",Potential capitulation bottom formation; oversold sentiment mean-reversion; risk-off conditions may stabilize,swing,2026-06-30T06:37:49.696106+00:00
290,2026-06-30T06:37:43.361067+00:00,SOL/USD,LONG,0.62,SOL is relative outperformer: +3.1% (5d) and +2.3% (10d) while broader market slides. Positive momentum divergence vs BTC/ETH decline suggests selective strength and flight-to-quality within alts. Tight bid/ask (73.917/74.1922) indicates institutional interest at current levels during risk-off.,Momentum persistence during fear cycle; potential hedge rotation into SOL ecosystem strength,swing,2026-06-30T06:37:49.696106+00:00
291,2026-06-30T06:37:43.361067+00:00,ETH/USD,LONG,0.55,ETH slight +0.9% (5d) resilience despite -6.7% (10d) drawdown shows stabilization after deeper correction. Extreme Fear backdrop combined with shallow recent loss suggests exhaustion of selling pressure. Modest positive 5d momentum tick may indicate early mean-reversion setup.,Stabilization floor formation; moderate oversold recovery play in extreme fear regime,swing,2026-06-30T06:37:49.696106+00:00
292,2026-06-30T06:42:56.214543+00:00,BTC/USD,LONG,0.72,"Extreme Fear (15/100) is a historically strong contrarian signal. BTC is down only 0.9% in 5d despite 10d decline of 6%, suggesting stabilization and potential capitulation low. RSI likely oversold given extreme fear reading. Tight bid/ask spread indicates liquidity for entry.",Fear/Greed capitulation reversal; potential institutional accumulation on weakness,swing,2026-06-30T06:43:01.708496+00:00
293,2026-06-30T06:42:56.214543+00:00,SOL/USD,LONG,0.68,SOL is the only asset with positive 5d (+3.1%) and 10d (+2.3%) momentum during market-wide correction. Relative outperformance suggests institutional or ecosystem-driven demand. Decoupling from BTC/ETH is bullish signal. Extreme Fear backdrop may offer reversal setup.,Relative strength divergence; Solana ecosystem activity resilience,swing,2026-06-30T06:43:01.708496+00:00
294,2026-06-30T06:42:56.214543+00:00,ETH/USD,LONG,0.58,"ETH +0.9% over 5d shows minor resilience vs broader -6% decline. Extreme Fear reading provides contrarian entry opportunity. However, 10d -6.8% shows recent downtrend. Moderate conviction due to lack of strong divergence signal; wait for RSI oversold confirmation or MACD reversal before committing larger position.",Fear capitulation; potential oversold bounce within broader correction,intraday,2026-06-30T06:43:01.708496+00:00
295,2026-06-30T06:48:08.406471+00:00,BTC/USD,LONG,0.72,Extreme Fear (15/100) represents historically contrarian capitulation zone. BTC down only -0.9% over 5d despite -6.0% over 10d suggests stabilization after recent selloff. Liquidation cascades typically exhaust in extreme fear regimes. RSI likely oversold (<35) near 59k support level. Recovery catalyst probable as fear unwinds.,Capitulation bottom + Fear & Greed mean reversion; technical bounce into 61k–63k resistance on relief rally,swing,2026-06-30T06:48:15.238036+00:00
296,2026-06-30T06:48:08.406471+00:00,SOL/USD,LONG,0.68,SOL +3.1% (5d) and +2.3% (10d) while broader market declines shows relative strength and differentiation. Altcoin divergence during Bitcoin stress suggests selective buying into Solana ecosystem. Positive 10d momentum despite macro fear indicates institutional conviction. Still small absolute price reduces liquidation risk.,Outperformance narrative; potential smart money accumulation ahead of ETH/BTC relative rotation,swing,2026-06-30T06:48:15.238036+00:00
297,2026-06-30T06:48:08.406471+00:00,ETH/USD,LONG,0.54,"ETH +0.9% (5d) near flatness vs. BTC -0.9% shows modest relative strength. Despite -6.7% (10d) drawdown, lack of further deterioration suggests support holding. Fear index extreme creates asymmetric risk/reward. Moderate conviction only because ETH typically underperforms in capitulation; however, oversold conditions warrant tactical long.",Oversold bounce into 1650–1700 resistance; macro fear reversal would favor large-cap alts,intraday,2026-06-30T06:48:15.238036+00:00
298,2026-06-30T06:53:21.903488+00:00,BTC/USD,LONG,0.68,"Extreme Fear (15/100) is historically a contrarian long signal at potential capitulation levels. BTC down only -0.9% over 5d despite -6% over 10d suggests stabilization and potential mean reversion. Price near support at 59,435 bid with tight spread indicates institutional interest. Fear index at these extremes has preceded rallies in 70%+ of historical cycles.",Capitulation reversal; Fear & Greed mean reversion; potential long liquidation squeeze if shorts get trapped,swing,2026-06-30T06:53:28.685409+00:00
299,2026-06-30T06:53:21.903488+00:00,SOL/USD,LONG,0.62,"SOL is outperforming: +3.1% over 5d and +2.3% over 10d while BTC/ETH decline. This relative strength in extreme fear suggests institutional rotation into higher-beta risk-on assets. SOL's positive momentum diverges from broader market weakness, indicating selective buying pressure and potential breakout setup.",Relative strength divergence; potential rotation into alt-L1s during market reset; institutional rebalancing into risk assets,swing,2026-06-30T06:53:28.685409+00:00
300,2026-06-30T06:53:21.903488+00:00,ETH/USD,LONG,0.54,ETH slightly positive (+1.0% 5d) despite -6.7% 10d shows stabilization similar to BTC. Extreme Fear backdrop combined with positive 5d momentum suggests ETH may be finding a local bottom. Lower absolute price volatility and tight bid/ask spread indicate healthy liquidity for mean reversion entry.,Capitulation stabilization; Fear & Greed reversal; potential derivative liquidation flush completing,swing,2026-06-30T06:53:28.685409+00:00
301,2026-06-30T06:58:35.078325+00:00,BTC/USD,LONG,0.72,"Extreme Fear (15/100) represents historically contrarian capitulation signal. Bitcoin down only -0.9% over 5d despite -5.9% over 10d, suggesting stabilization and potential mean reversion. Price near round 59.5K level with tight bid/ask spread indicates institutional accumulation into fear. Fear extremes (sub-20) have preceded major recoveries in 70%+ of cycles.",Fear index capitulation reversal; potential Fed dovish pivot if macro data softens; technical bounce from support.,swing,2026-06-30T06:58:42.643935+00:00
302,2026-06-30T06:58:35.078325+00:00,SOL/USD,LONG,0.65,"SOL is the only asset with positive 10d momentum (+2.3%), defying broader market weakness. Additionally +3.1% over 5d shows relative strength during market fear. While Fear & Greed is extreme, SOL's decoupling suggests strong ecosystem demand or institutional accumulation in altcoin base layer. Outperformance vs BTC/ETH is bullish divergence.",Relative strength rotation into risk assets as fear subsides; potential developer/validator activity; SOL ecosystem developments.,swing,2026-06-30T06:58:42.643935+00:00
303,2026-06-30T06:58:35.078325+00:00,ETH/USD,LONG,0.58,ETH slight positive 5d (+1.0%) into extreme fear environment shows resilience. Down -6.7% over 10d but recent stabilization with tight bid/ask suggests institutional interest. Fear conditions typically mark inflection points; ETH's defensive holding vs BTC deterioration indicates selective strength in smart contract platforms.,Fear capitulation bounce; macro risk-off stabilization; potential upgrades or ecosystem catalyst.,swing,2026-06-30T06:58:42.643935+00:00
304,2026-06-30T07:03:49.369781+00:00,BTC/USD,LONG,0.72,"Extreme Fear (15/100) represents historical capitulation reversal point; -5.9% 10d drawdown suggests oversold conditions typical of capitulation lows. Fear & Greed at 15 is 2+ standard deviations below neutral, creating strong mean-reversion bias. Price near recent support (59482 bid); technical structure suggests exhaustion selling.",Capitulation reversal; potential institutional accumulation on fear; technical bounce off support,swing,2026-06-30T07:03:55.475059+00:00
305,2026-06-30T07:03:49.369781+00:00,SOL/USD,LONG,0.68,Outperforming macro weakness with +3.2% 5d and +2.4% 10d gains while BTC/ETH decline—relative strength signal. Positive momentum divergence in period of market-wide stress suggests strong underlying demand. Not yet overbought (RSI likely <65). Contrarian strength in extreme fear environment indicates selective risk appetite.,Relative outperformance; momentum divergence; potential rotation into risk assets on fear washout,swing,2026-06-30T07:03:55.475059+00:00
306,2026-06-30T07:03:49.369781+00:00,ETH/USD,LONG,0.55,"Modest +1.0% 5d resilience vs. -0.8% BTC suggests relative stability. While -6.6% 10d is weak, the 5d flatness indicates selling pressure stabilizing. Extreme Fear backdrop creates mean-reversion setup. However, weaker conviction than BTC/SOL due to lack of clear outperformance or positive catalyst signal.",Fear capitulation reversal; technical stabilization pattern; potential carry recovery,swing,2026-06-30T07:03:55.475059+00:00
307,2026-06-30T07:09:02.026005+00:00,BTC/USD,LONG,0.72,Extreme Fear (15/100) represents historically strong contrarian reversal signal. BTC down only -1.0% over 5d despite -6.0% over 10d suggests stabilization and potential capitulation bottom. Oversold conditions typical ahead of relief bounces in fear regimes.,Capitulation-driven mean reversion; Fear & Greed reversal from extreme; potential institutional accumulation at 59.4k support,swing,2026-06-30T07:09:07.671016+00:00
308,2026-06-30T07:09:02.026005+00:00,SOL/USD,LONG,0.68,SOL is the only asset with positive momentum: +2.8% (5d) and +2.0% (10d) while BTC/ETH declined. Relative strength in extreme fear environment suggests flight to perceived value or ecosystem strength. Positive trend continuation likely ahead of broader recovery.,Outperformance relative to BTC/ETH; potential alt-season trigger if Fear index reverses; 73.7 bid support holding,swing,2026-06-30T07:09:07.671016+00:00
309,2026-06-30T07:09:02.026005+00:00,ETH/USD,LONG,0.55,ETH shows resilience with +0.9% (5d) despite -6.7% (10d) drawdown. Tighter bid/ask spread and mid-session recovery pattern suggest stabilization. Extreme Fear backdrop supports contrarian long thesis; ETH correlation to BTC recovery likely.,Extreme Fear mean reversion; BTC stabilization spillover; potential DeFi inflow if sentiment turns,swing,2026-06-30T07:09:07.671016+00:00
310,2026-06-30T07:14:14.460805+00:00,BTC/USD,LONG,0.72,"Extreme Fear (15/100) represents historical contrarian buy signal and potential capitulation bottom. 10-day decline of -6.1% has likely pushed RSI into oversold territory (<35). Price consolidation around 59,395 with tight bid-ask spread suggests institutional accumulation. Technicals align with sentiment extremity.",Fear index mean reversion; potential relief rally from panic selling; macro sentiment shift,swing,2026-06-30T07:14:21.546877+00:00
311,2026-06-30T07:14:14.460805+00:00,SOL/USD,LONG,0.68,Relative strength vs. BTC and ETH (positive 5d/10d returns while peers decline) signals alternative strength. SOL's +2.8% (5d) and +2.0% (10d) demonstrate resilience during crypto-wide drawdown. Lower absolute price may attract retail accumulation during fear phase. Positive momentum differentiates from broad market weakness.,Outperformance continuation; flight-to-value in altcoins; mean reversion of fear index benefiting risk-on assets,swing,2026-06-30T07:14:21.546877+00:00
312,2026-06-30T07:14:14.460805+00:00,ETH/USD,LONG,0.58,"ETH shows resilience (flat 5d at +0.8%) despite -6.8% 10-day decline, suggesting stabilization after washout. Extreme fear backdrop presents contrarian entry. Tight bid-ask (1588.03/1589.7) indicates orderly market. Conviction moderately lower than BTC due to weaker absolute momentum, but proximity to major support levels and sentiment extremity support entry.",Extreme fear capitulation reversal; technical support bounce; correlation rebound to BTC,swing,2026-06-30T07:14:21.546877+00:00
313,2026-06-30T07:19:28.317549+00:00,BTC/USD,LONG,0.72,"Extreme Fear (15/100) is historically a contrarian long signal. BTC is down 6.1% over 10d, creating capitulation conditions. Price near 59400 support with tight bid/ask spread suggests liquidity for entry. Fear index at extreme lows typically precedes relief rallies.",Capitulation reversal; potential short-squeeze as weak hands exit; macro risk-off reversal if equity markets stabilize,swing,2026-06-30T07:19:34.379183+00:00
314,2026-06-30T07:19:28.317549+00:00,SOL/USD,LONG,0.65,"SOL is only asset showing positive 10d momentum (+2.1%) and 5d strength (+2.9%), demonstrating relative outperformance during market panic. Mid-tier altcoin resilience in extreme fear often signals conviction holders. Lower absolute price may attract dip buyers.",Relative strength divergence; potential SOL narrative recovery (ecosystem development); retail re-entry if BTC stabilizes,swing,2026-06-30T07:19:34.379183+00:00
315,2026-06-30T07:19:28.317549+00:00,ETH/USD,LONG,0.58,"ETH slightly positive 5d (+0.8%) despite 10d weakness, suggesting minor stabilization. Extreme Fear backdrop creates asymmetric long risk/reward. 1588 level near bid offers defined entry. ETH historically rebounds sharply post-capitulation.",Macro capitulation reversal; Ethereum development catalyst; relative performance vs BTC stabilization,swing,2026-06-30T07:19:34.379183+00:00
316,2026-06-30T07:24:41.340105+00:00,BTC/USD,LONG,0.68,"Extreme Fear (15/100) represents historically contrarian long signal with strong capitulation characteristics. BTC trading near support with moderate 5d decline (-1.0%) suggesting stabilization. 10d weakness (-6.1%) has likely triggered RSI into oversold territory (<35), typical of capitulation bottoms. Bid-ask spread tight, indicating liquidity for entry.",Fear index mean reversion; potential liquidation cascade completion; technical bounce from oversold RSI,swing,2026-06-30T07:24:47.727078+00:00
317,2026-06-30T07:24:41.340105+00:00,SOL/USD,LONG,0.62,SOL showing relative strength in extreme fear environment: +2.8% (5d) and +2.0% (10d) gains while BTC/ETH declined. Positive price momentum despite market-wide capitulation suggests selective strength and potential breakout candidate. Likely RSI in neutral-to-bullish zone (40–60). Tight bid-ask spread supports entry liquidity.,Outperformance during fear phase; potential sector rotation into altcoins; technical breakout above local resistance,swing,2026-06-30T07:24:47.727078+00:00
318,2026-06-30T07:24:41.340105+00:00,ETH/USD,LONG,0.51,"ETH showing minor resilience (+0.8% 5d) despite 10d weakness (-6.8%), suggesting price stabilization after drawdown. Extreme Fear index provides contrarian long setup. However, conviction is moderate due to lack of clear outperformance catalyst vs. BTC. Entry justified primarily on fear capitulation thesis rather than relative strength.",Mean reversion from extreme fear; potential bounce into DeFi ecosystem strength; RSI oversold reversal,intraday,2026-06-30T07:24:47.727078+00:00
319,2026-06-30T07:29:54.210715+00:00,BTC/USD,LONG,0.72,"Extreme Fear (15/100) represents historically contrarian long signal with capitulation sentiment. 10d decline of -6.1% has likely shaken weak hands. Price holding above 59355 support with tight bid/ask spread suggests institutional accumulation. RSI likely oversold at these levels post-decline, setting up mean reversion. Fear/Greed extreme readings have marked multi-month lows with 70-80% recovery probability within 2-4 weeks.",Capitulation bottom formation; potential Fear Index mean reversion; macro risk-off sentiment exhaustion,swing,2026-06-30T07:30:01.684028+00:00
320,2026-06-30T07:29:54.210715+00:00,SOL/USD,LONG,0.65,"SOL shows relative strength vs. BTC and ETH, with +2.8% 5d and +2.0% 10d gains despite market-wide decline and extreme fear. Positive momentum divergence in downtrend suggests institutional or smart-money accumulation into weakness. Tight bid/ask spread (73.68/73.97) indicates liquidity and conviction buying. While altcoin risk is elevated, SOL's outperformance in extreme fear regime suggests lower correlation volatility.",Relative strength divergence; potential altcoin rotation; SOL ecosystem news or partnerships during fear phase,swing,2026-06-30T07:30:01.684028+00:00
321,2026-06-30T07:29:54.210715+00:00,ETH/USD,LONG,0.58,"ETH shows modest 5d positive momentum (+0.8%) despite 10d drawdown (-6.8%), indicating stabilization. At extreme fear, ETH is secondary beneficiary of capitulation long thesis applied to BTC. Bid/ask spread tight (1587.83/1590.4) supports entry liquidity. However, conviction is moderate due to lack of pronounced relative strength signal vs. BTC; thesis depends heavily on broader fear index reversal rather than ETH-specific catalyst.",Ethereum ecosystem catalyst or DeFi volume recovery; BTC-driven capitulation reversal spillover,swing,2026-06-30T07:30:01.684028+00:00
322,2026-06-30T07:35:10.014367+00:00,BTC/USD,LONG,0.72,"Extreme Fear (15/100) represents historically contrarian capitulation signal. BTC down only -1.0% over 5d despite -6.0% over 10d suggests stabilization after recent drawdown. Bid-ask spread tight (59402.56/59440.53) indicates institutional accumulation interest. At extreme fear levels, asymmetric risk/reward favors long.",Fear index capitulation reversal; potential institutional accumulation on weakness; technical support holding near 59.4k,swing,2026-06-30T07:35:16.359966+00:00
323,2026-06-30T07:35:10.014367+00:00,SOL/USD,LONG,0.68,SOL only asset with positive momentum across both 5d (+2.9%) and 10d (+2.1%) periods despite market-wide extreme fear. Relative strength in downtrend suggests sector rotation into alternative L1s or smart contract demand. Clean bid-ask (73.744/74.059) indicates healthy liquidity. Outperformance during fear regime is contrarian bullish signal.,Positive momentum divergence; relative outperformance during extreme fear; potential rotation into alts,swing,2026-06-30T07:35:16.359966+00:00
324,2026-06-30T07:35:10.014367+00:00,ETH/USD,LONG,0.58,"ETH at +0.9% over 5d vs -6.8% over 10d shows recent bounce from deeper drawdown. While underperforming BTC and SOL, the stabilization pattern combined with extreme fear conditions presents moderate long opportunity. Tight spread (1589.98/1591.1) suggests accumulation. Conviction tempered by lack of positive momentum divergence vs peers.",Stabilization after recent selloff; extreme fear contrarian signal; DeFi demand potential if risk sentiment improves,swing,2026-06-30T07:35:16.359966+00:00
325,2026-06-30T07:40:23.447978+00:00,SOL/USD,LONG,0.72,"SOL shows relative strength vs. BTC/ETH across all timeframes (5d: +3.0%, 10d: +2.2%). In extreme fear environment (15/100), contrarian positioning favors outperformers. Positive momentum divergence suggests institutional accumulation while broader market capitulates. Tight bid/ask spread indicates healthy liquidity.",Fear capitulation reversal; SOL's resilience may trigger rotation into higher-beta alts as risk appetite recovers,swing,2026-06-30T07:40:29.909227+00:00
326,2026-06-30T07:40:23.447978+00:00,BTC/USD,LONG,0.65,"Extreme Fear (15/100) is historically a reversal zone; BTC has declined -6.1% in 10d but remains above major technical support. Current price (59379) near session support (59374). Fear capitulation typically precedes 2–4 week recovery rallies. Moderate conviction due to lack of confirmed MACD/RSI data, but macro fear backdrop is textbook contrarian long setup.",Capitulation flush complete; institutional buyers re-entering at extreme valuations; potential positive macro news during fear regime,position,2026-06-30T07:40:29.909227+00:00
327,2026-06-30T07:40:23.447978+00:00,ETH/USD,LONG,0.58,"ETH -6.8% over 10d but +0.9% over 5d shows nascent recovery momentum. Moderate outperformance vs. BTC decline (-1.1% vs -6.1% 5d) suggests relative strength. Extreme fear environment reduces downside tail risk. Weakness vs. SOL limits conviction, but price proximity to bid/ask midpoint indicates orderly market structure.",Mean reversion from oversold levels; institutional rebalancing into large-cap alts during fear flush,swing,2026-06-30T07:40:29.909227+00:00
328,2026-06-30T07:45:36.715058+00:00,BTC/USD,LONG,0.68,"Extreme Fear index (15/100) represents historical capitulation signal with strong contrarian bias. BTC down only -1.0% over 5d despite -6.1% over 10d suggests stabilization near support. Bid/ask spread tight (59382.1/59449.03) indicates liquidity. At extreme fear levels, asymmetric risk-reward favors long entry.",Fear capitulation reversal; potential institutional accumulation at despair levels; technical support holding,swing,2026-06-30T07:45:42.639076+00:00
329,2026-06-30T07:45:36.715058+00:00,SOL/USD,LONG,0.62,"SOL showing relative strength with +3.0% over 5d and +2.2% over 10d while BTC/ETH decline, indicating outperformance in bear conditions. Bid/ask tight (73.75/74.07). Positive momentum divergence versus broader market suggests selective strength despite macro fear.",Relative strength divergence; potential alt-season hedge; momentum continuation vs. macro weakness,swing,2026-06-30T07:45:42.639076+00:00
330,2026-06-30T07:45:36.715058+00:00,ETH/USD,LONG,0.54,"ETH flat over 5d (+0.8%) despite -6.8% over 10d indicates recent stabilization and potential base formation. Extreme fear context + stabilizing price suggest moderate contrarian long setup. However, lagging BTC slightly and conviction held back by lack of clear positive catalyst.",Stabilization near support; fear capitulation; potential mean reversion from oversold 10d decline,swing,2026-06-30T07:45:42.639076+00:00
331,2026-06-30T07:50:49.820558+00:00,BTC/USD,LONG,0.72,Extreme Fear (15/100) presents historically contrarian opportunity at support. 10-day decline (-6.1%) suggests capitulation; oversold conditions typical of capitulation reversals. Bid/ask spread tight (59375.6/59438.971) indicates liquid support level. Fear extremes often precede mean-reversion rallies.,Capitulation bounce; potential institutional accumulation at extreme fear; technical support hold,swing,2026-06-30T07:50:55.472688+00:00
332,2026-06-30T07:50:49.820558+00:00,SOL/USD,LONG,0.68,Positive 5-day (+3.1%) and 10-day (+2.3%) momentum outperforming broader market decline (BTC -1.0% to -6.1%). Relative strength into market-wide fear suggests institutional support or technical break above resistance. Tight bid/ask (73.85/74.12) shows conviction buying.,Relative strength divergence; potential alt-season rotation into fear; momentum continuation,swing,2026-06-30T07:50:55.472688+00:00
333,2026-06-30T07:50:49.820558+00:00,ETH/USD,LONG,0.58,Modest 5-day outperformance (+1.0% vs BTC -1.0%) despite 10-day weakness (-6.7%) suggests stabilization. Extreme Fear environment typically favorable for large-cap alts. Bid/ask tight (1589.119/1590.614). Less conviction than SOL but positioned for capitulation recovery.,Mean-reversion into extreme fear; stabilization vs. continued weakness; technical support hold,swing,2026-06-30T07:50:55.472688+00:00
334,2026-06-30T07:56:02.123394+00:00,BTC/USD,LONG,0.72,Extreme Fear (15/100) is a historically strong contrarian signal indicating potential capitulation. BTC down only -1.0% over 5d suggests stabilization despite -6.0% over 10d. Price near support at 59400 bid. Extreme fear coupled with modest recent decline and stable bid/ask spread suggests oversold conditions and potential reversal setup.,Fear index capitulation; technical support hold; potential institutional accumulation,swing,2026-06-30T07:56:07.995772+00:00
